SEMS_ACTIVE_SITES.RG,SEMS_ACTIVE_SITES.SITE_ID,SEMS_ACTIVE_SITES.SITE_EPA_ID,SEMS_ACTIVE_SITES.SITE_NAME,SEMS_ACTIVE_SITES.SITE_STRT_ADRS1,SEMS_ACTIVE_SITES.SITE_STRT_ADRS2,SEMS_ACTIVE_SITES.SITE_CITY_NAME,SEMS_ACTIVE_SITES.SITE_STATE,SEMS_ACTIVE_SITES.SITE_ZIP_CODE,SEMS_ACTIVE_SITES.SITE_CONG_DISTRICT,SEMS_ACTIVE_SITES.SITE_CNTY_NAME,SEMS_ACTIVE_SITES.SITE_FIPS_CODE,SEMS_ACTIVE_SITES.LATITUDE,SEMS_ACTIVE_SITES.LONGITUDE,SEMS_ACTIVE_SITES.ALT_AGREEMENT,SEMS_ACTIVE_SITES.NPL,SEMS_ACTIVE_SITES.FF,SEMS_ACTIVE_SITES.NON_NPL_STATUS
5,503277,MID980999882,CONSOLIDATED PACKAGING CORP,1521 E. FIRST STREET,,MONROE,MI,48161,8,MONROE,26115,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
5,503278,MID981000987,MICHIGAN ENVIRONMENTAL SERVICES,28032 ARSENAL ROAD,,FLAT ROCK,MI,48134,16,WAYNE,26163,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,507344,MID981001126,GENERAL OIL-NORTHVILLE,175 RAILROAD STREET,,NORTHVILLE,MI,48167,11,WAYNE,26163,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,503321,MID981089238,WILLOW RUN CREEK,3MI FROM BELLEVILLE LAKE NW,,YPSILANTI,MI,48197,15,WASHTENAW,26161,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
5,503322,MID981089246,FORD MOTOR CO. (SLUDGE LAGOON),STATE ST 1/4MI E OF MCGREGOR,,YPSILANTI,MI,48198,13,WASHTENAW,26161,,,N,Removed from Proposed NPL,N,
5,503350,MID981089915,KENT CITY MOBILE HOME PARK,135 SOUTH MAIN STREET,,KENT CITY,MI,49330,3,KENT,26081,43.216669,-85.753331,N,Deleted from the Final NPL,N,
5,503364,MID981092935,BAY CITY MIDDLEGROUNDS,800 EVERGREEN DRIVE,,BAY CITY,MI,48706,10,BAY,26017,43.572083,-83.907222,N,Proposed for NPL,N,
5,503378,MID981094782,LANGLOTZ BARNEY FARM,CENTER ST,,BANGOR,MI,49013,4,VAN BUREN,26159,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
5,503515,MID981188766,FORD LAKE,BETWEEN GROVE & HURON RIVER DR,,YPSILANTI,MI,48197,15,WASHTENAW,26161,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
5,503540,MID981190002,SOUTH GREEN AVENUE,201 SOUTH GREEN AVENUE,,DETROIT,MI,48209,13,WAYNE,26163,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,503547,MID981190077,SANDFILL LDFL #1,1843 HAMLIN RD,,RORCHESTER,MI,48087,12,MACOMB,26099,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
5,506235,MID981190531,"MCI, INCORPORATION",666 & 700 HARPER AVENUE,,DETROIT,MI,48202,15,WAYNE,26163,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,503558,MID981192628,MANISTIQUE RIVER/HARBOR AREA OF CONCERN,453 SOUTH MACKINAC,,MANISTIQUE,MI,49854,1,SCHOOLCRAFT,26153,,,N,Not on the NPL,N,"Referred to Removal - Needs Further Remedial Assessment"
5,503566,MID981196611,BATTLE CREEK WRECKING,185 MCCALLISTER RD,,BATTLE CREEK,MI,49014-8610,7,CALHOUN,26025,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,507531,MID981197262,VENTURE RIM PRODUCTS,1080 WELCH ROAD,,COMMERCE TOWNSHIP,MI,48390,11,OAKLAND,26125,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,503577,MID981200181,CLOSED HAMLIN ROAD LDFL WEST,3451 HAMLIN RD,,UTICA,MI,48087,12,MACOMB,26099,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
5,510260,MID981948128,FORT CUSTER TRAINING CENTER,2501 26TH STREET,,AUGUSTA,MI,49012-9203,6,KALAMAZOO,26077,,,N,Not on the NPL,Y,"Other Cleanup Activity: State-Lead Cleanup"
5,503643,MID981958978,FLINT IND PLATING,1109 E STEWART ST,,FLINT,MI,48505,7,GENESEE,26049,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
5,506146,MID982070195,PANELYTE,2403 BURDICK,,KALAMAZOO,MI,49001,6,KALAMAZOO,26077,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,505463,MID982075293,STEVENSON ROAD DRUM,STEVENSON ROAD S OF QUINN W OF I-94,,CLINTON TOWNSHIP,MI,48043,10,MACOMB,26099,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,506175,MID985568039,GROUP EIGHT TECHNOLOGY,2246 3RD STREET,,WYANDOTTE,MI,48192,16,WAYNE,26163,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,506152,MID985569144,RIVER ROUGE FILL AREA,SCHAEFER RD E GREENFIELD RD WS N BUTLER,,MELVINDALE,MI,48122,16,WAYNE,26163,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
5,506195,MID985569854,NAGEL RESIDENCE SITE,866 WHITE STREET,,LINCOLN PARK,MI,48146,16,WAYNE,26163,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,506233,MID985574094,MACK AVENUE DRUMS,8740 MACK AVENUE,,DETROIT,MI,48214,15,WAYNE,26163,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,506252,MID985574227,LOWER ECORSE CREEK DUMP,Postal Address is unavailable for the Site,,WYANDOTTE,MI,48192,12,WAYNE,26163,42.234166,-83.157777,N,Deleted from the Final NPL,N,
5,510368,MID985582378,USANG TRAINING SITE - NEWPORT,800 E. NEWPORT ROAD,,NEWPORT,MI,48166,15,MONROE,26115,,,N,Not on the NPL,Y,"Fed Fac Preliminary Assessment Review  Ongoing"
5,506337,MID985584549,ABC DRUM,14290 BIRWOOD STREET,,DETROIT,MI,48238,14,WAYNE,26163,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,507640,MID985584598,LUFKIN RULE,1700-2000 HESS,,SAGINAW,MI,48601,5,SAGINAW,26145,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,506401,MID985595768,ALBION ETHER SITE,1725 EAST MICHIGAN,,ALBION,MI,49224,7,CALHOUN,26025,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,506403,MID985598978,ABC DRUM & BARREL - LANTZ STREET,102 WEST LANTZ STREET,,DETROIT,MI,48203,14,WAYNE,26163,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,506426,MID985601061,HARBOR PLATING WORKS,724 SOUTH FAIR STREET,,BENTON HARBOR,MI,49022,6,BERRIEN,26021,,,N,Not on the NPL,N,"Referred to Removal - Needs Further Remedial Assessment"
5,506427,MID985601186,SPEARFLEX CORPORATION,241 EAST KALAMAZOO AVENUE,,KALAMAZOO,MI,49007,6,KALAMAZOO,26077,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,506441,MID985606219,KINROSS MANUFACTURING CORP SITE,INDUSTRIAL SECTOR BUILDING 46SOUTH,,CHELOE,MI,49788,1,CHIPPEWA,26033,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,506518,MID985613439,PETROLEUM SPECIALTIES INCORPORATED,26361 PETERS ROAD,,FLAT ROCK,MI,48134,16,WAYNE,26163,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,506521,MID985613454,MONQUAQON CREEK,JEFFERSON AW BRIDGE @ MONQUAQON CREEK,,RIVERVIEW,MI,48192,16,WAYNE,26163,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
5,504937,OH7570024623,US AIR FORCE AFP PLT 36,"I-75 AT NEUMANN WAY, N-123",,EVENDALE,OH,45241,2,HAMILTON,39061,,,N,Not on the NPL,Y,"Fed Fac Site Inspection Review Start Needed"
5,504938,OH7570028764,US AIR FORCE YOUNGSTOWN MAP OHIO,KING GRAVES RD,,VIENNA TWP,OH,44473,17,TRUMBULL,39155,,,N,Not on the NPL,Y,"Fed Fac Site Inspection Review Start Needed"
5,504939,OH7571724312,WRIGHT-PATTERSON AIR FORCE BASE,ST RTE 444,,DAYTON,OH,45324,7,,,39.8071,-84.0697,N,Currently on the Final NPL,Y,
5,504940,OH7890008983,US DOE PORTSMOUTH GASEOUS DIFFUSION PLANT,3930 US ROUTE 23 SOUTH,,PIKETON,OH,45661-0700,6,PIKE,39131,,,N,Not on the NPL,Y,"Other Cleanup Activity: Federal Facility-Lead Cleanup"
5,506495,OH8122314802,NURSERY CROPS RESEARCH LABORATORY,359 Main Road,,DELAWARE,OH,43015-9075,12,DELAWARE,39041,,,N,Not on the NPL,Y,"Fed Fac Preliminary Assessment Review Start Needed"
5,507317,OHD000020487,LINCOLN FIELDS COOP WATER ASSN DUKE WELL,DUKE AVENUE,,MANSFIELD,OH,44905,4,RICHLAND,39139,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,504013,OHD000370353,AMERICAN STEEL DRUM SERVICE INCORPORATION,154 NORTHFIELD ROAD,,BEDFORD,OH,44146,19,CUYAHOGA,39035,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,504014,OHD000377911,INDUSTRIAL EXCESS LANDFILL,4MI S INTER 619 & CLEVELAND AVENUE,,UNIONTOWN,OH,44685,16,STARK,39151,40.968331,-81.404169,N,Currently on the Final NPL,N,
5,504015,OHD000382663,POWELL ROAD LANDFILL,SO SIDE OF POWELL RD 1MI W 202,,DAYTON,OH,45424,10,MONTGOMERY,39113,39.833331,-84.16,N,Currently on the Final NPL,N,
5,504023,OHD000605956,STICKNEY AVENUE LANDFILL AKA TOLEDO CITY LANDFILL,3900 STICKNEY AVENUE,,TOLEDO,OH,43612,9,LUCAS,39095,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,504025,OHD000606368,WESTOVER CORPORATION SANITARY LANDFILL,820-920 OTTER CREEK ROAD,,OREGON,OH,43616,9,LUCAS,39095,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
5,504044,OHD000720227,MOBILE TANK CAR SERVICE,3610 BROOKSIDE PARK DRIVE,,CLEVELAND,OH,44109,10,CUYAHOGA,39035,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,504056,OHD000723882,COUNTY LINE IND INC,1680 CO RD 157,,FREMONT,OH,43420,5,SANDUSKY,39143,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,507633,OHD000723965,MARATHON PIPE LINE SPILL,2809 BAUGHMAN RD.,,CLINTON,OH,44216,14,SUMMIT,39153,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
5,504078,OHD000816843,COMMERCIAL OIL SERVICE INCORPORATION,3600 CEDAR POINT ROAD,,OREGON,OH,43616,9,LUCAS,39095,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,505506,OHD000821421,EVEREADY BATTERY CO INC/UNION CARBIDE,1251 WEST 76TH STREET,,CLEVELAND,OH,44102,20,CUYAHOGA,39035,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,506620,OHD001176759,ESSEX GROUP INC,CERAMIC AVE,,ZANESVILLE,OH,43701,10,MUSKINGUM,39119,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
5,504117,OHD004166740,TRUE TEMPER SPORTS INCORPORATED,WATER STREET AND NORTH AVENUE,,GENEVA,OH,44041,19,ASHTABULA,39007,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,506932,OHD004167219,NATIONAL ELECTRICAL CARBON CORPORATION,200 NORTH TOWN STREET,,FOSTORIA,OH,44830,4,SENECA,39147,,,N,Not on the NPL,N,"Deferred to RCRA (Subtitle C)"
5,507660,OHD004176145,EDK IRON WORKS,447 OBERLIN ROAD,,ELYRIA,OH,44052,13,LORAIN,39093,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
5,505730,OHD004178612,RESEARCH OIL CO PLT 1,2655 TRANSPORT ROAD,,CLEVELAND,OH,44115,20,CUYAHOGA,39035,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,507947,OHD004178737,CENTURY PLATING,18006 South Waterloo Road,,CLEVELAND,OH,44229,11,CUYAHOGA,39035,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
5,504128,OHD004179339,"TRW, INC. (MINERVA PLANT)",3860 UNION AVE S,,MINERVA,OH,44657,7,STARK,39151,40.745,-81.09,N,Currently on the Final NPL,N,
5,507771,OHD004206488,ECONOMY PLATING,1394 EAST 34TH STREET,,CLEVELAND,OH,44114,11,CUYAHOGA,39035,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,504150,OHD004210563,DOVER CHEMICAL CORP.,3676 DAVIS ROAD NW,,DOVER,OH,44622,7,TUSCARAWAS,39157,40.539823,-81.494444,N,Proposed for NPL,N,
5,507263,OHD004243002,VERNAY LABORATORIES,875 DAYTON STREET,,YELLOW SPRINGS,OH,45387,7,GREENE,39057,,,N,Not on the NPL,N,"Deferred to RCRA (Subtitle C)"
5,504186,OHD004248613,NU-GLO LABORATORY,3465 DAYTON-XENIA ROAD,,DAYTON,OH,45432,3,GREENE,39057,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,507652,OHD004260709,GREEN INDUSTRIES,3603 EAST KEMPER,,CINCINNATI,OH,45241,1,HAMILTON,39061,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,507692,OHD004278628,"DAYTON ELECTROPLATE, INC.",1030 VALLEY STREET,,DAYTON,OH,45404,3,MONTGOMERY,39113,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
5,504203,OHD004288007,GVI/GOULD AKA CLEVITE BUSHING,CR821,,CALDWELL,OH,43724,18,NOBLE,39121,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
5,504208,OHD004293494,PENN-MICHIGAN MFG CORP (SIA),220 N KIRK ST,,WEST LAFAYETTE,OH,43845,18,COSHOCTON,39031,,,N,Not on the NPL,N,"Site Reassessment Ongoing"
5,507201,OHD004294351,DECORATIVE SURFACES INTERNATIONAL,1280 NORTH GRANT AVENUE,,COLUMBUS,OH,43215,12,FRANKLIN,39049,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
5,504212,OHD004294625,TIGER METAL SERVICES INCORPORATED,1100 SOUTH 2ND STREET  BOX 336,,IRONTON,OH,45638,6,LAWRENCE,39087,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,504214,OHD004296430,HULL POTTERY,327 AMERINE ST,,CROOKSVILLE,OH,43731,10,PERRY,39127,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
5,504216,OHD004302428,GENERAL ELECTRIC(COSHOCTON PLANT),1350 S 2ND ST,,COSHOCTON,OH,43812,18,COSHOCTON,39031,,,N,Removed from Proposed NPL,N,
5,504220,OHD004343117,SHELL CHEMICAL COMPANY MARIETTA PLANT,2982 WASHINGTON BLVD,,BELPRE,OH,45714,6,WASHINGTON,39167,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,504223,OHD004379970,ORMET CORP.,ST RTE #7,,HANNIBAL,OH,43946,6,MONROE,39111,39.705,-80.841669,N,Currently on the Final NPL,N,
5,504230,OHD004462255,CANTON WOOD PRODUCTS,1101 11TH ST SE,,CANTON,OH,44707-3412,16,STARK,39151,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
5,504231,OHD004465084,SCIO POTTERY COMPANY,38500 CRIMM ROAD,,SCIO,OH,43988,18,HARRISON,39067,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,504240,OHD004470597,D A C ENTERPRISES,1301 PINE AVENUE SOUTHEAST,,WARREN,OH,44483,17,TRUMBULL,39155,,,N,Not on the NPL,N,"Referred to Removal - Needs Further Remedial Assessment"
5,507663,OHD004470795,G.F. FURNITURE,229 E. DENNICK AVE.,,YOUNGSTOWN,OH,44505,17,MAHONING,39099,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
5,505978,OHD004477634,QUEEN CITY BARREL COMPANY,1937 SOUTH STREET,,CINCINNATI,OH,45204,1,HAMILTON,39061,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
5,505127,WID980610778,TIRABASSI DUMP,39TH AVE VCNTY OF 80TH-86TH ST,,PLEASANT PRAIRIE,WI,53158,1,KENOSHA,55059,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
5,505130,WID980610802,MANUAL ROBINSON LANDFILL,MARCY ROAD,,MENOMONEE FALLS,WI,53051,9,WAUKESHA,55133,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
5,505136,WID980614044,JANESVILLE OLD LANDFILL,BLACK BRIDGE ROAD,,JANESVILLE,WI,53545,1,ROCK,55105,42.702781,-89.023611,N,Currently on the Final NPL,N,
5,505137,WID980614143,LAKE STREET LDFL,LAKE ST,,BEAVER DAM,WI,53916,2,DODGE,55027,,,N,Not on the NPL,N,"SI Start Needed"
5,505142,WID980616841,TOMAH FAIRGROUNDS,1MI S OF LAKE TOMAH,,TOMAH,WI,54660,3,MONROE,55081,43.970811,-90.519839,N,Deleted from the Final NPL,N,
5,505150,WID980678114,"WAUKESHA SANITARY LANDFILL, CITY OF",995 SOUTH WEST AVENUE,,WAUKESHA,WI,53186,4,WAUKESHA,55133,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
5,505164,WID980820054,EAU CLAIRE MUNICIPAL WELL FIELD,SEC5 T27N R9W,,EAU CLAIRE,WI,54701,3,EAU CLAIRE,55035,44.853331,-91.503331,N,Deleted from the Final NPL,N,
5,505165,WID980820062,DELAVAN MUNICIPAL WELL #4,SOUTH WRIGHT STREET,,DELAVAN,WI,53115,1,WALWORTH,55127,42.631669,-88.623889,N,Currently on the Final NPL,N,
5,505166,WID980820070,MASTER DISPOSAL SERVICE LANDFILL,SW1/4 OF SW1/4 SEC5 T7N R20E,,BROOKFIELD,WI,53005,5,WAUKESHA,55133,43.092781,-88.163331,N,Currently on the Final NPL,N,
5,505167,WID980820088,RHINELANDER LANDFILL,OLD HIGHWAY 8 ROAD,,RHINELANDER,WI,54501,7,ONEIDA,55085,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
5,505168,WID980820096,SCHMALZ DUMP,ROUTE 2 FIRE LANE 1,,HARRISON,WI,54911,8,CALUMET,55015,44.21,-88.396669,N,Currently on the Final NPL,N,
5,505169,WID980821656,ONALASKA MUNICIPAL LANDFILL,SPORTMAN RD,,ONALASKA,WI,54650,3,LA CROSSE,55063,43.9573,-91.3382,N,Currently on the Final NPL,N,
5,505170,WID980823082,"MID-STATE DISPOSAL, INC. LANDFILL",approx. 1742-1594 Big Rapids Road,,CLEVELAND TOWNSHIP,WI,54484,7,MARATHON,55073,44.848331,-90.04,N,Currently on the Final NPL,N,
5,505173,WID980823926,SANITARY TRANSFER & LANDFILL,SEC31 T5N R14E,,KOSHKONONG,WI,53538,9,JEFFERSON,55055,,,N,Not on the NPL,N,"Site Reassessment Start Needed"
5,505177,WID980901219,STOUGHTON CITY LANDFILL,AMUNDSON PKWY & SKOGDALEN DR,,STOUGHTON,WI,53589,2,DANE,55025,42.923889,-89.206389,N,Currently on the Final NPL,N,
5,505178,WID980901227,FADROWSKI DRUM DISPOSAL,6800 S 27TH ST,,FRANKLIN,WI,53132,1,MILWAUKEE,55079,42.9207,-87.95245,N,Deleted from the Final NPL,N,
5,505179,WID980901235,"WASTE MANAGEMENT OF WISCONSIN, INC. (BROOKFIELD SANITARY LANDFILL)",1365 N BROOKFIELD RD,,BROOKFIELD,WI,53005,5,WAUKESHA,55133,43.048169,-88.148111,N,Currently on the Final NPL,N,
5,505180,WID980901243,"LEMBERGER LANDFILL, INC.",ROUTE 1 HEMPTON LAKE ROAD,,WHITELAW,WI,54247,6,MANITOWOC,55071,44.173331,-87.841669,N,Currently on the Final NPL,N,
5,505181,WID980902969,SPICKLER LANDFILL,ROUTE 2 (ECKES ROAD),,SPENCER,WI,54479,7,MARATHON,55073,44.689689,-90.265611,N,Currently on the Final NPL,N,
5,505182,WID980903454,VOLK FIELD,HWY 94 JUNEAU COUNTY,,CAMP DOUGLAS,WI,54618,6,JUNEAU,55057,,,N,Not on the NPL,Y,"Other Cleanup Activity: Federal Facility-Lead Cleanup"
5,505186,WID980993521,WAUSAU GROUND WATER CONTAMINATION,S24 & 25 T29N R7E,,WAUSAU,WI,54401,7,MARATHON,55073,44.9773,-89.6292,N,Currently on the Final NPL,N,
5,505188,WID980996367,SHEBOYGAN HARBOR & RIVER,HARBOR,,SHEBOYGAN,WI,53081,6,SHEBOYGAN,55117,43.749444,-87.70075,N,Currently on the Final NPL,N,
5,505215,WID981095987,MANKE DUMP,SW 1/4 NW 1/4 SEC36 T6N R22E,,CUDAHY,WI,53110,4,MILWAUKEE,55079,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
5,505216,WID981095995,NORTHWESTERN BARREL,NW 1/4 SEC13 T3N R22E,,SOUTH MILWAUKEE,WI,53172,5,MILWAUKEE,55079,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,505223,WID981101199,JUNKERS LDFL,SE1/4 SEC13 T29N R19W,,HUDSON,WI,54016,3,,,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,505227,WID981188303,VAN HANDEL HARDD & DON LANDFILL,NE CORNER OF FRENCH & BROADWAY DRIVE,,FREEDOM TOWNSHIP,WI,54131,8,OUTAGAMIE,55087,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
5,505234,WID981189186,MARVIN PROCHNOW  CEDARBURG LANDFILL,HIGHWAY 143 & COUNTY TRACK NORTH,,CEDARBURG,WI,53012,9,OZAUKEE,55089,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
5,507434,WID981189632,BOERKE,"5TH & RYAN ROAD, SW QUARTER SEC 24, T5N",,OAK CREEK,WI,53154,5,MILWAUKEE,55079,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,507563,WID981795651,"PETROLEUM CONSERVATION, INC.",1910 20TH STREET,,TWO RIVERS,WI,54241,6,MANITOWOC,55071,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,505251,WID981950413,H&R PAPER,CORNER OF FINGER & HURON RD,,GREEN BAY,WI,54301,8,BROWN,55009,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,506275,WID988575866,ROCKVALE PLATING,W971 ROCKVALE ROAD,,IXONIA,WI,53036,9,JEFFERSON,55055,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
5,506429,WID988590261,CEDAR CREEK,INTER.  OF COLUMBIA RD & CEDAR CREEK ,,CEDARBURG,WI,53012,6,OZAUKEE,55089,43.321944,-87.986944,Y,Not on the NPL,N,"Remedial Activities Under EPA Enforcement"
5,507606,WID988595575,CUSTOM PLATING AND POLISHING COMPANY,3021 WEST LOCUST STREET,,MILWAUKEE,WI,53210,5,MILWAUKEE,55079,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,506583,WID988610176,SANITARY TRANSFER & LANDFILL-DELAFIELD,"SECTIONS 22 & 27, TQ7N, R18EAST",,WAUKESHA,WI,53018,9,WAUKESHA,55133,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,506883,WID988612453,KASSON CHEESE SITE,COUNTY ROAD K,,BRILLION,WI,54110,6,CALUMET,55015,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,506837,WID988628814,BURLINGTON NORTHERN SITE,BURLINGTON N. TRAIN OVER THE NEMADJ RIV,,SUPERIOR,WI,54836,7,DOUGLAS,55031,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
5,507227,WID988639035,C.M. CHRISTIANSEN-POLE YARD,COUNTY E (LAKE ST.),,PHELPS,WI,54554,8,VILAS,55125,,,N,Not on the NPL,N,"Other Cleanup Activity: State-Lead Cleanup"
5,507225,WID988639050,MURRAY MACHINERY INCORPORATED,"HIGHWAY 29, WAUSAU INDUSTRIAL PARK",,STETTIN,WI,54401,7,MARATHON,55073,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,507224,WID988639068,ST. FRANCIS AUTO WRECKERS,4043 S. PENNSYLVANIA AVENUE,,ST. FRANCIS,WI,53207,4,MILWAUKEE,55079,,,N,Not on the NPL,N,"Referred to Removal - NFRAP"
5,505256,WID990829475,WASTE RESEARCH & RECLAMATION CO.,ROUTE 7,,EAU CLAIRE,WI,54701,3,EAU CLAIRE,55035,44.756669,-91.458339,N,Deleted from the Final NPL,N,
5,501050,WIN000501050,FORMER WISCONSIN DIE CAST FACILITY,201 WEST OKLAHOMA AVENUE,,MILWAUKEE,WI,53207,4,MILWAUKEE,55079,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
5,502933,WIN000502933,VOGUE CLEANERS,2578 WAUWATOSA AVE,,WAUWATOSA,WI,53404,1,MILWAUKEE,55079,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
6,605453,OKN000605453,HUDSON TANK FARM,"35.95373 DEG N, 96.76078 DEG W",,CUSHING,OK,74023,,,,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
6,605464,OKN000605464,ANCHOR SWAN MCMURTRY ROAD LANDFILL,"McMurtry Road, ",,STILLWATER,OK,74075,,PAYNE,40119,,,N,Not on the NPL,N,"SI Start Needed"
6,605465,OKN000605465,AIROSOL INC. RESPONSE,Along Portion of Verdigris River in Oklahoma,,LENAPAH,OK,74042,,NOWATA,40105,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
6,605470,OKN000605470,NOWATA SINCLAIR,404 E. Delaware Ave.,,NOWATA,OK,74048,,NOWATA,40105,,,N,Not on the NPL,N,"NFRAP-Site does not qualify for the NPL based on existing information"
6,605475,OKN000605475,CENTRAL MILL,1.5 MILES SOUTH OF PICHER,SOUTH OF DOUTHAT BRIDGE ON E40,PICHER,OK,74360,2,OTTAWA,40115,,,N,Site is Part of NPL Site,N,
6,605512,OKN000605512,APACHE DRUMS,108 N. PINE STREET,,APACHE,OK,,,CADDO,40015,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
6,605551,OKN000605551,COLLINSVILLE RAILROAD,"36.36552, -95.835004",,COLLINSVILLE,OK,74021,,TULSA,40143,,,N,Not on the NPL,N,"ESI Start Needed"
6,605552,OKN000605552,PAWHUSKA HS ER,621 E. 15th Street,,PAWHUSKA,OK,74056,,OSAGE,40113,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
6,605560,OKN000605560,US POSTAL SERVICE - PNDC,4025 West Reno Ave,,OKLAHOM CITY,OK,73107,,OKLAHOMA,40109,,,N,Not on the NPL,Y,"Fed Fac Preliminary Assessment Review Start Needed"
6,605573,OKN000605573,ENID FBI HAZCAT,1305 E. GARRIOTT ROAD,,ENID,OK,,,GARFIELD,40047,,,N,Not on the NPL,N,"Removal Only Site (No Site Assessment Work Needed)"
